Age,Gender,Qualification,Financial_Goal,personality,Financial_Path
19,Female,Postgraduate,Income Generation,Introvert,Tech Side-Hustler
26,Male,Undergraduate,Income Generation,extrovert,Tech Side-Hustler
27,Female,Undergraduate,Wealth Optimization,extrovert,Tactical Growth Investor
23,Male,Postgraduate,Wealth Optimization,extrovert,Tactical Growth Investor
27,Female,Postgraduate,Income Generation,Introvert,Tech Side-Hustler
20,Female,Undergraduate,Income Generation,extrovert,Micro-Earning Starter
25,Male,Diploma,Wealth Optimization,extrovert,Defensive Capital Saver
25,Female,Undergraduate,Wealth Optimization,extrovert,Tactical Growth Investor
19,Female,Diploma,Income Generation,Introvert,Micro-Earning Starter
23,Male,Undergraduate,Wealth Optimization,extrovert,Micro-Earning Starter
24,Female,Undergraduate,Income Generation,extrovert,Tech Side-Hustler
19,Female,Undergraduate,Income Generation,Introvert,Tactical Growth Investor
28,Female,Undergraduate,Wealth Optimization,extrovert,Tech Side-Hustler
27,Male,Undergraduate,Income Generation,Introvert,Tech Side-Hustler
19,Male,Postgraduate,Income Generation,Introvert,Tech Side-Hustler
27,Male,High School,Income Generation,extrovert,Micro-Earning Starter
18,Female,Diploma,Income Generation,extrovert,Micro-Earning Starter
25,Male,Undergraduate,Income Generation,Introvert,Tech Side-Hustler
18,Female,Postgraduate,Income Generation,Introvert,Tech Side-Hustler
26,Male,High School,Wealth Optimization,extrovert,Defensive Capital Saver
28,Female,High School,Wealth Optimization,extrovert,Tactical Growth Investor
23,Male,High School,Wealth Optimization,extrovert,Tactical Growth Investor
24,Male,High School,Income Generation,extrovert,Tactical Growth Investor
30,Male,Postgraduate,Income Generation,extrovert,Tech Side-Hustler
27,Male,Undergraduate,Wealth Optimization,Introvert,Defensive Capital Saver
24,Female,Undergraduate,Income Generation,extrovert,Defensive Capital Saver
27,Female,Undergraduate,Wealth Optimization,Introvert,Defensive Capital Saver
20,Female,Undergraduate,Income Generation,Introvert,Tech Side-Hustler
19,Female,Diploma,Income Generation,Introvert,Micro-Earning Starter
26,Female,Undergraduate,Wealth Optimization,extrovert,Defensive Capital Saver
25,Female,Undergraduate,Income Generation,extrovert,Tech Side-Hustler
30,Female,High School,Wealth Optimization,extrovert,Defensive Capital Saver
29,Female,Undergraduate,Wealth Optimization,extrovert,Defensive Capital Saver
27,Male,Diploma,Wealth Optimization,extrovert,Defensive Capital Saver
24,Female,High School,Income Generation,Introvert,Tactical Growth Investor
26,Male,High School,Income Generation,extrovert,Micro-Earning Starter
21,Female,Undergraduate,Income Generation,Introvert,Tactical Growth Investor
30,Female,High School,Income Generation,Introvert,Tech Side-Hustler
21,Male,Postgraduate,Income Generation,Introvert,Tech Side-Hustler
18,Male,High School,Wealth Optimization,Introvert,Tactical Growth Investor
25,Female,Undergraduate,Wealth Optimization,extrovert,Tactical Growth Investor
29,Female,Postgraduate,Wealth Optimization,extrovert,Micro-Earning Starter
20,Male,Postgraduate,Income Generation,Introvert,Tech Side-Hustler
24,Female,Postgraduate,Wealth Optimization,Introvert,Tech Side-Hustler
29,Female,Diploma,Income Generation,extrovert,Micro-Earning Starter
19,Female,Diploma,Income Generation,Introvert,Micro-Earning Starter
19,Female,Undergraduate,Wealth Optimization,Introvert,Defensive Capital Saver
24,Female,High School,Wealth Optimization,extrovert,Tactical Growth Investor
23,Male,High School,Wealth Optimization,extrovert,Tactical Growth Investor
20,Female,Postgraduate,Income Generation,Introvert,Tech Side-Hustler
26,Female,Undergraduate,Income Generation,Introvert,Tech Side-Hustler
27,Male,Undergraduate,Wealth Optimization,extrovert,Defensive Capital Saver
30,Male,Postgraduate,Income Generation,extrovert,Micro-Earning Starter
23,Male,Undergraduate,Wealth Optimization,extrovert,Tactical Growth Investor
27,Female,Undergraduate,Wealth Optimization,Introvert,Defensive Capital Saver
27,Female,Undergraduate,Wealth Optimization,extrovert,Defensive Capital Saver
23,Female,High School,Wealth Optimization,extrovert,Tactical Growth Investor
18,Female,Undergraduate,Income Generation,Introvert,Tech Side-Hustler
21,Female,Postgraduate,Income Generation,Introvert,Tech Side-Hustler
27,Male,Postgraduate,Income Generation,Introvert,Tech Side-Hustler
23,Male,Postgraduate,Wealth Optimization,extrovert,Tactical Growth Investor
23,Male,Undergraduate,Income Generation,extrovert,Tactical Growth Investor
28,Male,Postgraduate,Income Generation,extrovert,Tech Side-Hustler
29,Female,High School,Income Generation,extrovert,Tactical Growth Investor
22,Female,High School,Income Generation,Introvert,Micro-Earning Starter
18,Male,Undergraduate,Income Generation,extrovert,Tech Side-Hustler
25,Female,Undergraduate,Wealth Optimization,extrovert,Tactical Growth Investor
22,Female,Diploma,Wealth Optimization,Introvert,Defensive Capital Saver
29,Male,Undergraduate,Wealth Optimization,extrovert,Defensive Capital Saver
29,Male,Diploma,Income Generation,extrovert,Micro-Earning Starter
29,Male,Undergraduate,Wealth Optimization,extrovert,Defensive Capital Saver
22,Male,Undergraduate,Wealth Optimization,Introvert,Tactical Growth Investor
24,Female,Undergraduate,Wealth Optimization,extrovert,Tactical Growth Investor
21,Male,High School,Income Generation,extrovert,Micro-Earning Starter
23,Male,Undergraduate,Wealth Optimization,extrovert,Tactical Growth Investor
30,Female,Undergraduate,Income Generation,extrovert,Micro-Earning Starter
21,Other,Undergraduate,Wealth Optimization,extrovert,Tactical Growth Investor
20,Male,Undergraduate,Income Generation,Introvert,Defensive Capital Saver
24,Male,Undergraduate,Income Generation,Introvert,Tech Side-Hustler
25,Male,Postgraduate,Wealth Optimization,Introvert,Defensive Capital Saver
21,Male,High School,Income Generation,extrovert,Tactical Growth Investor
30,Male,Undergraduate,Income Generation,Introvert,Tech Side-Hustler
19,Female,Undergraduate,Wealth Optimization,Introvert,Defensive Capital Saver
29,Male,Undergraduate,Wealth Optimization,extrovert,Micro-Earning Starter
27,Male,Diploma,Income Generation,Introvert,Micro-Earning Starter
20,Female,Diploma,Wealth Optimization,extrovert,Tactical Growth Investor
18,Male,Diploma,Income Generation,extrovert,Micro-Earning Starter
25,Male,Postgraduate,Income Generation,extrovert,Tech Side-Hustler
20,Male,Undergraduate,Income Generation,Introvert,Tech Side-Hustler
29,Female,Undergraduate,Income Generation,Introvert,Tech Side-Hustler
27,Male,Undergraduate,Income Generation,extrovert,Defensive Capital Saver
24,Female,High School,Income Generation,Introvert,Micro-Earning Starter
27,Female,Postgraduate,Wealth Optimization,extrovert,Defensive Capital Saver
22,Male,Undergraduate,Income Generation,Introvert,Tech Side-Hustler
27,Other,Diploma,Wealth Optimization,Introvert,Defensive Capital Saver
22,Male,Undergraduate,Income Generation,extrovert,Tech Side-Hustler
24,Male,Undergraduate,Income Generation,extrovert,Micro-Earning Starter
26,Female,Undergraduate,Wealth Optimization,Introvert,Tactical Growth Investor
29,Female,High School,Wealth Optimization,Introvert,Defensive Capital Saver
22,Female,Postgraduate,Income Generation,Introvert,Tech Side-Hustler
18,Male,Postgraduate,Income Generation,Introvert,Tech Side-Hustler
27,Male,Undergraduate,Wealth Optimization,extrovert,Defensive Capital Saver
27,Female,High School,Wealth Optimization,Introvert,Micro-Earning Starter
18,Male,Diploma,Wealth Optimization,Introvert,Tactical Growth Investor
19,Male,Postgraduate,Income Generation,extrovert,Micro-Earning Starter
23,Male,Undergraduate,Income Generation,extrovert,Tech Side-Hustler
26,Male,Undergraduate,Wealth Optimization,Introvert,Defensive Capital Saver
25,Female,Diploma,Wealth Optimization,extrovert,Tactical Growth Investor
30,Male,Diploma,Income Generation,Introvert,Micro-Earning Starter
22,Other,Undergraduate,Income Generation,extrovert,Tech Side-Hustler
18,Male,Undergraduate,Income Generation,Introvert,Tech Side-Hustler
30,Female,Postgraduate,Wealth Optimization,extrovert,Tactical Growth Investor
24,Male,Undergraduate,Income Generation,extrovert,Micro-Earning Starter
22,Male,Undergraduate,Income Generation,Introvert,Micro-Earning Starter
23,Male,Diploma,Wealth Optimization,extrovert,Tactical Growth Investor
30,Male,High School,Wealth Optimization,extrovert,Defensive Capital Saver
24,Female,Undergraduate,Income Generation,Introvert,Tech Side-Hustler
20,Other,Diploma,Income Generation,Introvert,Micro-Earning Starter
29,Female,Diploma,Wealth Optimization,extrovert,Tactical Growth Investor
27,Male,Postgraduate,Income Generation,extrovert,Micro-Earning Starter
20,Male,Undergraduate,Income Generation,extrovert,Tactical Growth Investor
22,Male,Diploma,Income Generation,Introvert,Micro-Earning Starter
23,Female,Diploma,Income Generation,extrovert,Micro-Earning Starter
26,Female,Diploma,Wealth Optimization,Introvert,Defensive Capital Saver
30,Female,Postgraduate,Wealth Optimization,Introvert,Defensive Capital Saver
29,Male,Diploma,Wealth Optimization,extrovert,Tactical Growth Investor
22,Female,Diploma,Income Generation,Introvert,Micro-Earning Starter
18,Male,Undergraduate,Wealth Optimization,Introvert,Defensive Capital Saver
21,Female,Diploma,Income Generation,Introvert,Tech Side-Hustler
22,Female,Diploma,Income Generation,Introvert,Micro-Earning Starter
29,Female,Diploma,Wealth Optimization,extrovert,Defensive Capital Saver
27,Female,Diploma,Wealth Optimization,Introvert,Defensive Capital Saver
27,Male,High School,Wealth Optimization,extrovert,Tech Side-Hustler
22,Female,High School,Wealth Optimization,Introvert,Tactical Growth Investor
24,Male,Undergraduate,Income Generation,extrovert,Tech Side-Hustler
21,Female,High School,Income Generation,Introvert,Micro-Earning Starter
18,Male,Undergraduate,Wealth Optimization,Introvert,Tactical Growth Investor
22,Female,Undergraduate,Income Generation,Introvert,Defensive Capital Saver
24,Female,Undergraduate,Income Generation,Introvert,Tech Side-Hustler
27,Female,Diploma,Wealth Optimization,extrovert,Defensive Capital Saver
27,Female,High School,Wealth Optimization,extrovert,Tactical Growth Investor
23,Female,Undergraduate,Wealth Optimization,Introvert,Micro-Earning Starter
22,Female,Undergraduate,Income Generation,Introvert,Tech Side-Hustler
21,Female,Undergraduate,Income Generation,Introvert,Tech Side-Hustler
19,Female,High School,Income Generation,Introvert,Micro-Earning Starter
21,Male,Postgraduate,Income Generation,Introvert,Tech Side-Hustler
27,Female,High School,Wealth Optimization,Introvert,Defensive Capital Saver
27,Female,Undergraduate,Income Generation,extrovert,Tech Side-Hustler
20,Female,Undergraduate,Income Generation,Introvert,Tech Side-Hustler
27,Male,High School,Wealth Optimization,Introvert,Tactical Growth Investor
18,Male,Undergraduate,Income Generation,Introvert,Micro-Earning Starter
25,Female,Undergraduate,Income Generation,extrovert,Tactical Growth Investor
22,Male,Undergraduate,Wealth Optimization,Introvert,Micro-Earning Starter
30,Female,Postgraduate,Income Generation,Introvert,Tech Side-Hustler
21,Female,Undergraduate,Income Generation,Introvert,Tech Side-Hustler
25,Male,Undergraduate,Wealth Optimization,extrovert,Tactical Growth Investor
24,Female,High School,Wealth Optimization,Introvert,Tactical Growth Investor
19,Female,Undergraduate,Income Generation,Introvert,Tech Side-Hustler
18,Female,Diploma,Income Generation,Introvert,Tech Side-Hustler
29,Female,Undergraduate,Wealth Optimization,extrovert,Tactical Growth Investor
28,Male,Diploma,Income Generation,extrovert,Micro-Earning Starter
21,Female,Undergraduate,Income Generation,Introvert,Tech Side-Hustler
25,Male,Undergraduate,Wealth Optimization,Introvert,Defensive Capital Saver
29,Female,Postgraduate,Wealth Optimization,Introvert,Defensive Capital Saver
19,Female,Undergraduate,Income Generation,Introvert,Tech Side-Hustler
20,Male,Postgraduate,Wealth Optimization,Introvert,Tactical Growth Investor
29,Female,Undergraduate,Wealth Optimization,Introvert,Tactical Growth Investor
18,Female,Undergraduate,Income Generation,extrovert,Tech Side-Hustler
18,Male,Undergraduate,Income Generation,Introvert,Micro-Earning Starter
30,Other,High School,Income Generation,Introvert,Micro-Earning Starter
20,Male,Undergraduate,Income Generation,Introvert,Micro-Earning Starter
28,Male,Undergraduate,Wealth Optimization,Introvert,Defensive Capital Saver
22,Female,Postgraduate,Income Generation,Introvert,Tactical Growth Investor
29,Female,Undergraduate,Wealth Optimization,extrovert,Tactical Growth Investor
20,Female,Undergraduate,Wealth Optimization,Introvert,Tactical Growth Investor
18,Female,Undergraduate,Income Generation,extrovert,Tech Side-Hustler
18,Female,Diploma,Income Generation,extrovert,Micro-Earning Starter
25,Female,Diploma,Income Generation,Introvert,Micro-Earning Starter
27,Male,Undergraduate,Wealth Optimization,Introvert,Defensive Capital Saver
28,Male,Undergraduate,Wealth Optimization,Introvert,Micro-Earning Starter
29,Male,Diploma,Wealth Optimization,extrovert,Defensive Capital Saver
30,Male,Postgraduate,Income Generation,Introvert,Tactical Growth Investor
30,Female,Undergraduate,Wealth Optimization,extrovert,Defensive Capital Saver
29,Male,Postgraduate,Wealth Optimization,Introvert,Defensive Capital Saver
19,Male,Undergraduate,Income Generation,Introvert,Tech Side-Hustler
30,Male,Undergraduate,Wealth Optimization,extrovert,Tactical Growth Investor
20,Female,Postgraduate,Income Generation,Introvert,Micro-Earning Starter
19,Female,Undergraduate,Income Generation,Introvert,Micro-Earning Starter
20,Female,Postgraduate,Income Generation,Introvert,Tactical Growth Investor
24,Female,Undergraduate,Wealth Optimization,extrovert,Tactical Growth Investor
18,Female,Undergraduate,Income Generation,Introvert,Micro-Earning Starter
27,Female,Undergraduate,Wealth Optimization,Introvert,Defensive Capital Saver
25,Male,Undergraduate,Wealth Optimization,Introvert,Defensive Capital Saver
30,Female,Undergraduate,Income Generation,extrovert,Micro-Earning Starter
27,Female,Undergraduate,Income Generation,extrovert,Tech Side-Hustler
27,Female,Diploma,Income Generation,Introvert,Micro-Earning Starter
27,Female,Postgraduate,Income Generation,Introvert,Tactical Growth Investor
19,Female,Undergraduate,Income Generation,Introvert,Tech Side-Hustler
20,Female,Undergraduate,Income Generation,extrovert,Micro-Earning Starter
26,Female,Undergraduate,Wealth Optimization,extrovert,Tactical Growth Investor
24,Male,Undergraduate,Income Generation,Introvert,Micro-Earning Starter
21,Female,Postgraduate,Wealth Optimization,Introvert,Tactical Growth Investor
27,Male,Undergraduate,Income Generation,extrovert,Tactical Growth Investor
22,Female,High School,Income Generation,Introvert,Micro-Earning Starter
19,Female,Undergraduate,Income Generation,Introvert,Tech Side-Hustler
30,Male,Undergraduate,Wealth Optimization,extrovert,Tech Side-Hustler
28,Female,Postgraduate,Wealth Optimization,Introvert,Defensive Capital Saver
30,Male,Undergraduate,Income Generation,extrovert,Tech Side-Hustler
25,Female,Postgraduate,Income Generation,Introvert,Tech Side-Hustler
21,Male,Undergraduate,Wealth Optimization,Introvert,Micro-Earning Starter
26,Female,Postgraduate,Income Generation,extrovert,Tactical Growth Investor
22,Male,High School,Income Generation,Introvert,Micro-Earning Starter
30,Female,Postgraduate,Income Generation,Introvert,Tactical Growth Investor
26,Male,Postgraduate,Income Generation,Introvert,Tech Side-Hustler
21,Female,Postgraduate,Income Generation,Introvert,Tech Side-Hustler
